0.006,0.65,40,1,1.9842e+007,9.5392e+006,9.6583e+006
0.006,0.65,40,1,3.3548e+007,8.0752e+006,8.2765e+006
0.006,0.65,40,1,3.3548e+007,6.0509e+006,6.2522e+006
0.006,0.65,40,1,3.4198e+007,5.6508e+006,5.856e+006
0.006,0.65,40,3,1.9842e+007,9.5392e+006,9.6583e+006
0.006,0.65,40,3,3.3548e+007,8.0752e+006,8.2765e+006
0.006,0.65,40,3,3.3548e+007,3.7012e+006,3.9025e+006
0.006,0.65,40,3,3.4198e+007,3.4771e+006,3.6823e+006
0.006,0.65,40,5,1.9842e+007,9.5392e+006,9.6583e+006
0.006,0.65,40,5,3.3548e+007,8.0752e+006,8.2765e+006
0.006,0.65,40,5,3.3548e+007,2.2837e+006,2.485e+006
0.006,0.65,40,5,3.4198e+007,2.1564e+006,2.3616e+006
0.006,0.65,40,7,1.9842e+007,9.5392e+006,9.6583e+006
0.006,0.65,40,7,3.3548e+007,8.0752e+006,8.2765e+006
0.006,0.65,40,7,3.3548e+007,1.4185e+006,1.6198e+006
0.006,0.65,40,7,3.4198e+007,1.3453e+006,1.5505e+006
0.006,0.65,40,9,1.9842e+007,9.5392e+006,9.6583e+006
0.006,0.65,40,9,3.3548e+007,8.0752e+006,8.2765e+006
0.006,0.65,40,9,3.3548e+007,8.8567e+005,1.087e+006
0.006,0.65,40,9,3.4198e+007,8.432e+005,1.0484e+006
0.006,0.65,40,11,1.9842e+007,9.5392e+006,9.6583e+006
0.006,0.65,40,11,3.3548e+007,8.0752e+006,8.2765e+006
0.006,0.65,40,11,3.3548e+007,5.5532e+005,7.5661e+005
0.006,0.65,40,11,3.3947e+007,5.3119e+005,7.3487e+005
