0.02,0,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0,8,2,6.8816e+006,9.0758e+005,1.0452e+006
0.02,0,8,2,6.8816e+006,5.3626e+005,6.7389e+005
0.02,0,8,2,8.1116e+006,1.9432e+005,3.5655e+005
0.02,0.05,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.05,8,2,6.8816e+006,8.8224e+005,1.0199e+006
0.02,0.05,8,2,6.8816e+006,5.2397e+005,6.616e+005
0.02,0.05,8,2,8.1881e+006,1.9367e+005,3.5743e+005
0.02,0.1,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.1,8,2,6.8816e+006,8.5671e+005,9.9434e+005
0.02,0.1,8,2,6.8816e+006,5.1013e+005,6.4776e+005
0.02,0.1,8,2,8.2384e+006,1.9688e+005,3.6164e+005
0.02,0.15,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.15,8,2,6.8816e+006,8.3098e+005,9.6861e+005
0.02,0.15,8,2,6.8816e+006,4.9501e+005,6.3264e+005
0.02,0.15,8,2,8.2751e+006,1.9725e+005,3.6275e+005
0.02,0.2,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.2,8,2,6.8816e+006,8.0505e+005,9.4268e+005
0.02,0.2,8,2,6.8816e+006,4.7879e+005,6.1642e+005
0.02,0.2,8,2,8.2165e+006,1.9898e+005,3.6331e+005
0.02,0.25,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.25,8,2,6.8816e+006,7.789e+005,9.1653e+005
0.02,0.25,8,2,6.8816e+006,4.6163e+005,5.9926e+005
0.02,0.25,8,2,8.168e+006,1.9747e+005,3.6083e+005
0.02,0.3,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.3,8,2,6.8816e+006,7.5253e+005,8.9016e+005
0.02,0.3,8,2,6.8816e+006,4.4363e+005,5.8126e+005
0.02,0.3,8,2,7.9698e+006,2.0611e+005,3.6551e+005
0.02,0.35,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.35,8,2,6.8816e+006,7.2593e+005,8.6356e+005
0.02,0.35,8,2,6.8816e+006,4.2487e+005,5.625e+005
0.02,0.35,8,2,7.9296e+006,2.009e+005,3.5949e+005
0.02,0.4,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.4,8,2,6.8816e+006,6.991e+005,8.3673e+005
0.02,0.4,8,2,6.8816e+006,4.0541e+005,5.4304e+005
0.02,0.4,8,2,7.821e+006,1.9972e+005,3.5614e+005
0.02,0.45,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.45,8,2,6.8816e+006,6.7202e+005,8.0966e+005
0.02,0.45,8,2,6.8816e+006,3.8528e+005,5.2291e+005
0.02,0.45,8,2,7.8174e+006,1.9763e+005,3.5398e+005
0.02,0.5,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.5,8,2,6.8816e+006,6.447e+005,7.8234e+005
0.02,0.5,8,2,6.8816e+006,3.6452e+005,5.0215e+005
0.02,0.5,8,2,7.7384e+006,1.965e+005,3.5127e+005
