0,0.65,8,2,3.9217e+006,6.5358e+005,6.5358e+005
0,0.65,8,2,6.8816e+006,5.6121e+005,5.6121e+005
0,0.65,8,2,6.8816e+006,2.9845e+005,2.9845e+005
0,0.65,8,2,1.013e+007,1.7874e+005,1.7874e+005
0.05,0.65,8,2,3.9217e+006,6.5358e+005,8.4967e+005
0.05,0.65,8,2,6.8816e+006,5.6121e+005,9.0529e+005
0.05,0.65,8,2,6.8816e+006,2.9845e+005,6.4253e+005
0.05,0.65,8,2,7.4891e+006,1.9175e+005,5.662e+005
0.1,0.65,8,2,3.9217e+006,6.5358e+005,1.0458e+006
0.1,0.65,8,2,6.8816e+006,5.6121e+005,1.2494e+006
0.1,0.65,8,2,6.8816e+006,2.9845e+005,9.8661e+005
0.1,0.65,8,2,7.4196e+006,1.9699e+005,9.3896e+005
0.15,0.65,8,2,3.9217e+006,6.5358e+005,1.2418e+006
0.15,0.65,8,2,6.8816e+006,5.6121e+005,1.5934e+006
0.15,0.65,8,2,6.8816e+006,2.9845e+005,1.3307e+006
0.15,0.65,8,2,7.2909e+006,2.1429e+005,1.3079e+006
0.2,0.65,8,2,3.9217e+006,6.5358e+005,1.4379e+006
0.2,0.65,8,2,6.8816e+006,5.6121e+005,1.9375e+006
0.2,0.65,8,2,6.8816e+006,2.9845e+005,1.6748e+006
0.2,0.65,8,2,7.0303e+006,2.6062e+005,1.6667e+006
0.25,0.65,8,2,3.9217e+006,6.5358e+005,1.634e+006
0.25,0.65,8,2,6.8816e+006,5.6121e+005,2.2816e+006
0.25,0.65,8,2,6.8816e+006,2.9845e+005,2.0188e+006
0.25,0.65,8,2,6.9491e+006,2.7993e+005,2.0172e+006
0.3,0.65,8,2,3.9217e+006,6.5358e+005,1.8301e+006
0.3,0.65,8,2,6.8816e+006,5.6121e+005,2.6257e+006
0.3,0.65,8,2,6.8816e+006,2.9845e+005,2.3629e+006
0.3,0.65,8,2,6.8816e+006,2.9845e+005,2.3629e+006
0.35,0.65,8,2,3.9217e+006,6.5358e+005,2.0262e+006
0.35,0.65,8,2,6.8816e+006,5.6121e+005,2.9698e+006
0.35,0.65,8,2,6.8816e+006,2.9845e+005,2.707e+006
0.35,0.65,8,2,6.8816e+006,2.9845e+005,2.707e+006
0.4,0.65,8,2,3.9217e+006,6.5358e+005,2.2222e+006
0.4,0.65,8,2,6.8816e+006,5.6121e+005,3.3138e+006
0.4,0.65,8,2,6.8816e+006,2.9845e+005,3.0511e+006
0.4,0.65,8,2,6.8816e+006,2.9845e+005,3.0511e+006
0.45,0.65,8,2,3.9217e+006,6.5358e+005,2.4183e+006
0.45,0.65,8,2,6.8816e+006,5.6121e+005,3.6579e+006
0.45,0.65,8,2,6.8816e+006,2.9845e+005,3.3952e+006
0.45,0.65,8,2,6.8816e+006,2.9845e+005,3.3952e+006
0.5,0.65,8,2,3.9217e+006,6.5358e+005,2.6144e+006
0.5,0.65,8,2,6.8816e+006,5.6121e+005,4.002e+006
0.5,0.65,8,2,6.8816e+006,2.9845e+005,3.7392e+006
0.5,0.65,8,2,6.8816e+006,2.9845e+005,3.7392e+006
