0.02,0.65,8,1,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.65,8,1,6.8816e+006,5.6121e+005,6.9884e+005
0.02,0.65,8,1,6.8816e+006,3.9242e+005,5.3006e+005
0.02,0.65,8,1,7.8943e+006,2.598e+005,4.1769e+005
0.02,0.65,8,2,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.65,8,2,6.8816e+006,5.6121e+005,6.9884e+005
0.02,0.65,8,2,6.8816e+006,2.9845e+005,4.3608e+005
0.02,0.65,8,2,7.6544e+006,1.8614e+005,3.3923e+005
0.02,0.65,8,3,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.65,8,3,6.8816e+006,5.6121e+005,6.9884e+005
0.02,0.65,8,3,6.8816e+006,2.2945e+005,3.6708e+005
0.02,0.65,8,3,7.5473e+006,1.4238e+005,2.9332e+005
0.02,0.65,8,4,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.65,8,4,6.8816e+006,5.6121e+005,6.9884e+005
0.02,0.65,8,4,6.8816e+006,1.7819e+005,3.1582e+005
0.02,0.65,8,4,7.4838e+006,1.1034e+005,2.6001e+005
0.02,0.65,8,5,3.9217e+006,6.5358e+005,7.3202e+005
0.02,0.65,8,5,6.8816e+006,5.6121e+005,6.9884e+005
0.02,0.65,8,5,6.8816e+006,1.3966e+005,2.7729e+005
0.02,0.65,8,5,7.3905e+006,87010,2.3482e+005
