0.006,0.65,5,0,3.9217e+006,1.264e+006,1.2876e+006
0.006,0.65,5,0,6.8816e+006,1.0901e+006,1.1313e+006
0.006,0.65,5,0,6.8816e+006,1.0901e+006,1.1313e+006
0.006,0.65,5,0,6.8816e+006,1.0901e+006,1.1313e+006
0.006,0.65,5,2,3.9217e+006,1.264e+006,1.2876e+006
0.006,0.65,5,2,6.8816e+006,1.0901e+006,1.1313e+006
0.006,0.65,5,2,6.8816e+006,6.2512e+005,6.6641e+005
0.006,0.65,5,2,1.0963e+007,3.8355e+005,4.4933e+005
0.006,0.65,5,4,3.9217e+006,1.264e+006,1.2876e+006
0.006,0.65,5,4,6.8816e+006,1.0901e+006,1.1313e+006
0.006,0.65,5,4,6.8816e+006,4.8423e+005,5.2551e+005
0.006,0.65,5,4,9.6169e+006,2.9334e+005,3.5104e+005
0.006,0.65,5,6,3.9217e+006,1.264e+006,1.2876e+006
0.006,0.65,5,6,6.8816e+006,1.0901e+006,1.1313e+006
0.006,0.65,5,6,6.8816e+006,3.843e+005,4.2559e+005
0.006,0.65,5,6,8.6661e+006,2.3256e+005,2.8456e+005
0.006,0.65,5,8,3.9217e+006,1.264e+006,1.2876e+006
0.006,0.65,5,8,6.8816e+006,1.0901e+006,1.1313e+006
0.006,0.65,5,8,6.8816e+006,3.111e+005,3.5239e+005
0.006,0.65,5,8,8.2131e+006,1.8793e+005,2.372e+005
0.006,0.65,5,10,3.9217e+006,1.264e+006,1.2876e+006
0.006,0.65,5,10,6.8816e+006,1.0901e+006,1.1313e+006
0.006,0.65,5,10,6.8816e+006,2.5583e+005,2.9712e+005
0.006,0.65,5,10,7.8579e+006,1.5481e+005,2.0196e+005
