4,0.666,0.664
5,0.946,1.15
6,1.226,1.309
7,1.506,1.534
8,1.786,1.784
9,1.786,1.784
10,1.786,1.784
11,1.786,1.784
12,1.786,1.784
13,1.786,1.784
5,0.806,1.212
6,1.086,1.354
7,1.366,1.54
8,1.646,1.8
9,1.646,2.062
10,1.646,1.8
11,1.646,2.062
12,1.646,2.062
13,1.646,1.8
14,1.646,2.062
6,0.946,1.14
7,1.226,1.442
8,1.506,1.634
9,1.786,1.896
10,1.786,1.785
11,1.786,1.785
12,1.786,1.896
13,1.786,1.785
14,1.786,1.896
15,1.786,1.896
7,1.086,1.191
8,1.366,1.583
9,1.646,1.678
10,1.646,1.687
11,1.646,1.687
12,1.786,1.687
13,1.646,1.678
14,1.786,1.678
15,1.646,1.678
16,1.786,1.678
8,1.226,1.284
9,1.506,1.742
10,1.786,1.806
11,1.786,1.784
12,1.786,1.806
13,1.786,1.806
14,1.786,1.806
15,1.786,1.784
16,1.786,1.784
17,1.786,1.806
9,1.366,1.401
10,1.646,1.781
11,1.786,1.784
12,1.786,1.806
13,1.786,1.806
14,1.786,1.806
15,1.786,1.784
16,1.786,1.806
17,1.786,1.806
18,1.786,1.806
10,1.506,1.527
11,1.786,2.07
12,1.786,1.806
13,1.786,1.806
14,1.786,1.806
15,1.786,1.806
16,1.786,1.806
17,1.786,1.784
18,1.786,1.784
19,1.786,1.806
11,1.646,1.653
12,1.786,1.929
13,1.786,1.806
14,1.786,1.806
15,1.786,1.806
16,1.786,1.784
17,1.786,1.784
18,1.786,1.806
19,1.786,1.806
20,1.786,1.784
12,1.786,1.785
13,1.786,1.929
14,1.786,1.784
15,1.786,1.784
16,1.786,1.806
17,1.786,1.784
18,1.786,1.806
19,1.786,1.806
20,1.786,1.806
21,1.786,1.784
13,1.786,1.785
14,1.786,1.929
15,1.786,1.806
16,1.786,1.806
17,1.786,1.784
18,1.786,1.784
19,1.786,1.806
20,1.786,1.806
21,1.786,1.806
22,1.786,1.784
