0.006,0.65,5,1,1.9842e+007,1.4182e+006,1.5372e+006
0.006,0.65,5,1,3.3548e+007,1.1522e+006,1.3535e+006
0.006,0.65,5,1,3.3548e+007,8.896e+005,1.0909e+006
0.006,0.65,5,1,3.5456e+007,7.61e+005,9.7374e+005
0.006,0.65,5,3,1.9842e+007,1.4182e+006,1.5372e+006
0.006,0.65,5,3,3.3548e+007,1.1522e+006,1.3535e+006
0.006,0.65,5,3,3.3548e+007,8.1596e+005,1.0172e+006
0.006,0.65,5,3,3.5456e+007,6.9451e+005,9.0725e+005
0.006,0.65,5,5,1.9842e+007,1.4182e+006,1.5372e+006
0.006,0.65,5,5,3.3548e+007,1.1522e+006,1.3535e+006
0.006,0.65,5,5,3.3548e+007,7.5815e+005,9.5944e+005
0.006,0.65,5,5,3.5456e+007,6.4326e+005,8.5599e+005
0.006,0.65,5,7,1.9842e+007,1.4182e+006,1.5372e+006
0.006,0.65,5,7,3.3548e+007,1.1522e+006,1.3535e+006
0.006,0.65,5,7,3.3548e+007,7.1169e+005,9.1298e+005
0.006,0.65,5,7,3.5456e+007,6.028e+005,8.1553e+005
0.006,0.65,5,9,1.9842e+007,1.4182e+006,1.5372e+006
0.006,0.65,5,9,3.3548e+007,1.1522e+006,1.3535e+006
0.006,0.65,5,9,3.3548e+007,6.7343e+005,8.7472e+005
0.006,0.65,5,9,3.5456e+007,5.7005e+005,7.8278e+005
0.006,0.65,5,11,1.9842e+007,1.4182e+006,1.5372e+006
0.006,0.65,5,11,3.3548e+007,1.1522e+006,1.3535e+006
0.006,0.65,5,11,3.3548e+007,6.4115e+005,8.4244e+005
0.006,0.65,5,11,3.5456e+007,5.4286e+005,7.5559e+005
