9200,4000,8900,2200,3600,200,7100,9200,900,3700,100,4500
5000,100,3100,1400,4500,6000,4600,2100,700,5800,3900,1500,5400,6000
1200,2600,7500,4100,100,5400,2200,5300,7000,3700,200,5200,5200,6600,8000,2700,5100,6500,2900,6000
8800,6000,200,800,900,1000,6500,9200,3000,1300,400,2700,400,100
