6.8998e+005,6.7215e+005,6.735e+005
6.8998e+005,5.9678e+005,6.1588e+005
6.8996e+005,5.054e+005,5.4829e+005
6.8999e+005,4.3865e+005,5.0036e+005
6.8997e+005,3.9901e+005,4.7071e+005
6.8999e+005,3.7733e+005,4.549e+005
6.8998e+005,3.5468e+005,4.3746e+005
6.8999e+005,3.413e+005,4.2863e+005
6.8997e+005,3.294e+005,4.2019e+005
6.8997e+005,3.1991e+005,4.1243e+005
6.8999e+005,3.1039e+005,4.054e+005
6.8998e+005,3.0295e+005,4.0013e+005
6.8997e+005,3.0034e+005,3.9797e+005
6.8997e+005,2.9558e+005,3.9448e+005
6.8997e+005,2.9246e+005,3.9229e+005
