6.8997e+005,2.421e+005,3.5898e+005
6.8999e+005,2.408e+005,3.533e+005
6.8998e+005,2.4427e+005,3.5889e+005
6.8997e+005,2.3963e+005,3.5305e+005
6.8999e+005,2.3943e+005,3.5244e+005
6.8998e+005,2.4014e+005,3.5301e+005
6.8999e+005,2.3988e+005,3.5409e+005
6.8996e+005,2.4051e+005,3.5351e+005
6.8998e+005,2.4008e+005,3.539e+005
6.8998e+005,2.4202e+005,3.5574e+005
6.8998e+005,2.4211e+005,3.5623e+005
6.8997e+005,2.3932e+005,3.5323e+005
6.8997e+005,2.395e+005,3.5335e+005
6.8997e+005,2.4118e+005,3.5507e+005
6.8998e+005,2.4009e+005,3.5451e+005
